"id","vendor","category","subcategory","feature","officialUrl","sourceType","sourceKey","status","blocker"
"SAL-0180","salonist","Staff Management","Help Center","How to give permissions to the Staff ?","https://help.salonist.io/en/articles/9249790-how-to-give-permissions-to-the-staff","help_article","https://help.salonist.io/en/articles/9249790-how-to-give-permissions-to-the-staff","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0181","salonist","Staff Management","Help Center","How can Staff login ?","https://help.salonist.io/en/articles/9249858-how-can-staff-login","help_article","https://help.salonist.io/en/articles/9249858-how-can-staff-login","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0182","salonist","Mobile Application","Help Center","Is it possible for customers to make appointments through the Salonist application as guests?","https://help.salonist.io/en/articles/9249940-is-it-possible-for-customers-to-make-appointments-through-the-salonist-application-as-guests","help_article","https://help.salonist.io/en/articles/9249940-is-it-possible-for-customers-to-make-appointments-through-the-salonist-application-as-guests","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0183","salonist","Reports & Analysis","Help Center","How to check client revenue ?","https://help.salonist.io/en/articles/9258553-how-to-check-client-revenue","help_article","https://help.salonist.io/en/articles/9258553-how-to-check-client-revenue","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0184","salonist","Reports & Analysis","Help Center","How to check client with Discount Membership?","https://help.salonist.io/en/articles/9258622-how-to-check-client-with-discount-membership","help_article","https://help.salonist.io/en/articles/9258622-how-to-check-client-with-discount-membership","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0185","salonist","Staff Management","Help Center","How the staff permission role is created and assigned ?","https://help.salonist.io/en/articles/9263066-how-the-staff-permission-role-is-created-and-assigned","help_article","https://help.salonist.io/en/articles/9263066-how-the-staff-permission-role-is-created-and-assigned","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0186","salonist","Reports & Analysis","Help Center","How to check the list of invoices for sales made using the prepaid method ?","https://help.salonist.io/en/articles/9310237-how-to-check-the-list-of-invoices-for-sales-made-using-the-prepaid-method","help_article","https://help.salonist.io/en/articles/9310237-how-to-check-the-list-of-invoices-for-sales-made-using-the-prepaid-method","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0187","salonist","Warehouse","Help Center","How can I add new product purchase?","https://help.salonist.io/en/articles/9310320-how-can-i-add-new-product-purchase","help_article","https://help.salonist.io/en/articles/9310320-how-can-i-add-new-product-purchase","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0188","salonist","Warehouse","Help Center","How to add products in warehouse ?","https://help.salonist.io/en/articles/9310483-how-to-add-products-in-warehouse","help_article","https://help.salonist.io/en/articles/9310483-how-to-add-products-in-warehouse","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0189","salonist","Warehouse","Help Center","How to Transfers Products from Warehouse to Inventory ?","https://help.salonist.io/en/articles/9310513-how-to-transfers-products-from-warehouse-to-inventory","help_article","https://help.salonist.io/en/articles/9310513-how-to-transfers-products-from-warehouse-to-inventory","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0190","salonist","Warehouse","Help Center","How to check product transfer report ?","https://help.salonist.io/en/articles/9310561-how-to-check-product-transfer-report","help_article","https://help.salonist.io/en/articles/9310561-how-to-check-product-transfer-report","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0191","salonist","Reports & Analysis","Help Center","How can I view the list of Trend Services?","https://help.salonist.io/en/articles/9310629-how-can-i-view-the-list-of-trend-services","help_article","https://help.salonist.io/en/articles/9310629-how-can-i-view-the-list-of-trend-services","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0192","salonist","Reports & Analysis","Help Center","How can an admin receive a daily report or sheet by email?","https://help.salonist.io/en/articles/9310702-how-can-an-admin-receive-a-daily-report-or-sheet-by-email","help_article","https://help.salonist.io/en/articles/9310702-how-can-an-admin-receive-a-daily-report-or-sheet-by-email","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0193","salonist","Mobile Application","Help Center","How can I add the customer's name in both Arabic and English?","https://help.salonist.io/en/articles/9311042-how-can-i-add-the-customer-s-name-in-both-arabic-and-english","help_article","https://help.salonist.io/en/articles/9311042-how-can-i-add-the-customer-s-name-in-both-arabic-and-english","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0194","salonist","Staff Management","Help Center","How to display or hide the employees on the calendar ?","https://help.salonist.io/en/articles/9334782-how-to-display-or-hide-the-employees-on-the-calendar","help_article","https://help.salonist.io/en/articles/9334782-how-to-display-or-hide-the-employees-on-the-calendar","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0195","salonist","Booking Settings","Help Center","Can I update the feedback link to my custom link in software ?","https://help.salonist.io/en/articles/9334853-can-i-update-the-feedback-link-to-my-custom-link-in-software","help_article","https://help.salonist.io/en/articles/9334853-can-i-update-the-feedback-link-to-my-custom-link-in-software","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0196","salonist","Client Management","Help Center","How to clear the E wallet amount ?","https://help.salonist.io/en/articles/9344832-how-to-clear-the-e-wallet-amount","help_article","https://help.salonist.io/en/articles/9344832-how-to-clear-the-e-wallet-amount","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0197","salonist","Client Management","Help Center","How to add client's GST number ?","https://help.salonist.io/en/articles/9344937-how-to-add-client-s-gst-number","help_article","https://help.salonist.io/en/articles/9344937-how-to-add-client-s-gst-number","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0198","salonist","Client Management","Help Center","How to add client's address ?","https://help.salonist.io/en/articles/9345178-how-to-add-client-s-address","help_article","https://help.salonist.io/en/articles/9345178-how-to-add-client-s-address","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0199","salonist","Staff Management","Help Center","How to make a day off for the staff ?","https://help.salonist.io/en/articles/9345293-how-to-make-a-day-off-for-the-staff","help_article","https://help.salonist.io/en/articles/9345293-how-to-make-a-day-off-for-the-staff","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0200","salonist","Booking Settings","Help Center","How we can enable or disable staff for online booking ?","https://help.salonist.io/en/articles/9355915-how-we-can-enable-or-disable-staff-for-online-booking","help_article","https://help.salonist.io/en/articles/9355915-how-we-can-enable-or-disable-staff-for-online-booking","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0201","salonist","Reports & Analysis","Help Center","How to check if the messages were delivered or not ?","https://help.salonist.io/en/articles/9356357-how-to-check-if-the-messages-were-delivered-or-not","help_article","https://help.salonist.io/en/articles/9356357-how-to-check-if-the-messages-were-delivered-or-not","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0202","salonist","Staff Management","Help Center","How can the staff names be arranged on the calendar to appear in serial order?","https://help.salonist.io/en/articles/9356466-how-can-the-staff-names-be-arranged-on-the-calendar-to-appear-in-serial-order","help_article","https://help.salonist.io/en/articles/9356466-how-can-the-staff-names-be-arranged-on-the-calendar-to-appear-in-serial-order","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0203","salonist","Staff Management","Help Center","How to change the Staff schedule?","https://help.salonist.io/en/articles/9356530-how-to-change-the-staff-schedule","help_article","https://help.salonist.io/en/articles/9356530-how-to-change-the-staff-schedule","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0204","salonist","Getting Started","Help Center","How to enable or disable the notifications in salonist ?","https://help.salonist.io/en/articles/9356591-how-to-enable-or-disable-the-notifications-in-salonist","help_article","https://help.salonist.io/en/articles/9356591-how-to-enable-or-disable-the-notifications-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0205","salonist","Inventory Management","Help Center","How to make the Inventory Management option to display in Quick sale ?","https://help.salonist.io/en/articles/9356964-how-to-make-the-inventory-management-option-to-display-in-quick-sale","help_article","https://help.salonist.io/en/articles/9356964-how-to-make-the-inventory-management-option-to-display-in-quick-sale","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0206","salonist","Staff Management","Help Center","How to remove the block time for the staff ?","https://help.salonist.io/en/articles/9374900-how-to-remove-the-block-time-for-the-staff","help_article","https://help.salonist.io/en/articles/9374900-how-to-remove-the-block-time-for-the-staff","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0207","salonist","Reports & Analysis","Help Center","How to view the history of redeem package ?","https://help.salonist.io/en/articles/9399680-how-to-view-the-history-of-redeem-package","help_article","https://help.salonist.io/en/articles/9399680-how-to-view-the-history-of-redeem-package","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0208","salonist","TAX and BILL Settings","Help Center","How to hide feedback link in messages?","https://help.salonist.io/en/articles/9412994-how-to-hide-feedback-link-in-messages","help_article","https://help.salonist.io/en/articles/9412994-how-to-hide-feedback-link-in-messages","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0209","salonist","TAX and BILL Settings","Help Center","How can we hide or show Invoice in feedback link ?","https://help.salonist.io/en/articles/9413022-how-can-we-hide-or-show-invoice-in-feedback-link","help_article","https://help.salonist.io/en/articles/9413022-how-can-we-hide-or-show-invoice-in-feedback-link","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0210","salonist","Integrations","Help Center","How to scan WhatsApp API ?","https://help.salonist.io/en/articles/9414100-how-to-scan-whatsapp-api","help_article","https://help.salonist.io/en/articles/9414100-how-to-scan-whatsapp-api","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0211","salonist","Quick Sale","Help Center","How to download the Invoice ?","https://help.salonist.io/en/articles/9418365-how-to-download-the-invoice","help_article","https://help.salonist.io/en/articles/9418365-how-to-download-the-invoice","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0212","salonist","Quick Sale","Help Center","How to print the invoice ?","https://help.salonist.io/en/articles/9418379-how-to-print-the-invoice","help_article","https://help.salonist.io/en/articles/9418379-how-to-print-the-invoice","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0213","salonist","Staff Management","Help Center","How to check staff schedule ?","https://help.salonist.io/en/articles/9418389-how-to-check-staff-schedule","help_article","https://help.salonist.io/en/articles/9418389-how-to-check-staff-schedule","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0214","salonist","Quick Sale","Help Center","How to make invoice of package services after assigning package to client ?","https://help.salonist.io/en/articles/9418440-how-to-make-invoice-of-package-services-after-assigning-package-to-client","help_article","https://help.salonist.io/en/articles/9418440-how-to-make-invoice-of-package-services-after-assigning-package-to-client","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0215","salonist","Quick Sale","Help Center","How to make invoice of prepaid services after assigning membership to the client ?","https://help.salonist.io/en/articles/9418841-how-to-make-invoice-of-prepaid-services-after-assigning-membership-to-the-client","help_article","https://help.salonist.io/en/articles/9418841-how-to-make-invoice-of-prepaid-services-after-assigning-membership-to-the-client","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0216","salonist","Quick Sale","Help Center","How to redeem the gift card ?","https://help.salonist.io/en/articles/9419145-how-to-redeem-the-gift-card","help_article","https://help.salonist.io/en/articles/9419145-how-to-redeem-the-gift-card","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0217","salonist","TAX and BILL Settings","Help Center","How can I add an additional print mode?","https://help.salonist.io/en/articles/9423044-how-can-i-add-an-additional-print-mode","help_article","https://help.salonist.io/en/articles/9423044-how-can-i-add-an-additional-print-mode","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0218","salonist","Quick Sale","Help Center","How to redeem the reward points in value and in percentage ?","https://help.salonist.io/en/articles/9423069-how-to-redeem-the-reward-points-in-value-and-in-percentage","help_article","https://help.salonist.io/en/articles/9423069-how-to-redeem-the-reward-points-in-value-and-in-percentage","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0219","salonist","Quick Sale","Help Center","How can the job card be printed and how can it be enabled or disabled?","https://help.salonist.io/en/articles/9427855-how-can-the-job-card-be-printed-and-how-can-it-be-enabled-or-disabled","help_article","https://help.salonist.io/en/articles/9427855-how-can-the-job-card-be-printed-and-how-can-it-be-enabled-or-disabled","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0220","salonist","Getting Started","Help Center","How to add or delete different payment modes ?","https://help.salonist.io/en/articles/9427934-how-to-add-or-delete-different-payment-modes","help_article","https://help.salonist.io/en/articles/9427934-how-to-add-or-delete-different-payment-modes","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0221","salonist","Integrations","Help Center","How do I integrate Twilio with Salonist?","https://help.salonist.io/en/articles/9428174-how-do-i-integrate-twilio-with-salonist","help_article","https://help.salonist.io/en/articles/9428174-how-do-i-integrate-twilio-with-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0222","salonist","Other Settings","Help Center","How to remove expiry days option in packages?","https://help.salonist.io/en/articles/9439002-how-to-remove-expiry-days-option-in-packages","help_article","https://help.salonist.io/en/articles/9439002-how-to-remove-expiry-days-option-in-packages","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0223","salonist","Other Settings","Help Center","How can I add extra services to the package when assigned to the client?","https://help.salonist.io/en/articles/9439069-how-can-i-add-extra-services-to-the-package-when-assigned-to-the-client","help_article","https://help.salonist.io/en/articles/9439069-how-can-i-add-extra-services-to-the-package-when-assigned-to-the-client","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0224","salonist","Other Settings","Help Center","How to search products in quick sale from there brand or type ?","https://help.salonist.io/en/articles/9439227-how-to-search-products-in-quick-sale-from-there-brand-or-type","help_article","https://help.salonist.io/en/articles/9439227-how-to-search-products-in-quick-sale-from-there-brand-or-type","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0225","salonist","Other Settings","Help Center","How does assign Staff Commission option works ?","https://help.salonist.io/en/articles/9439450-how-does-assign-staff-commission-option-works","help_article","https://help.salonist.io/en/articles/9439450-how-does-assign-staff-commission-option-works","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0226","salonist","Staff Management","Help Center","How can I upload the staff's image ?","https://help.salonist.io/en/articles/9439470-how-can-i-upload-the-staff-s-image","help_article","https://help.salonist.io/en/articles/9439470-how-can-i-upload-the-staff-s-image","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0227","salonist","Appointment Management","Help Center","How to make the appointment status on the calendar active or inactive ?","https://help.salonist.io/en/articles/9439527-how-to-make-the-appointment-status-on-the-calendar-active-or-inactive","help_article","https://help.salonist.io/en/articles/9439527-how-to-make-the-appointment-status-on-the-calendar-active-or-inactive","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0228","salonist","Appointment Management","Help Center","How to change the name of the appointment status on the Calendar?","https://help.salonist.io/en/articles/9439568-how-to-change-the-name-of-the-appointment-status-on-the-calendar","help_article","https://help.salonist.io/en/articles/9439568-how-to-change-the-name-of-the-appointment-status-on-the-calendar","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0229","salonist","TAX and BILL Settings","Help Center","How to add terms and conditions in Salonist and how they will appear on the invoice that is generated ?","https://help.salonist.io/en/articles/9439612-how-to-add-terms-and-conditions-in-salonist-and-how-they-will-appear-on-the-invoice-that-is-generated","help_article","https://help.salonist.io/en/articles/9439612-how-to-add-terms-and-conditions-in-salonist-and-how-they-will-appear-on-the-invoice-that-is-generated","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0230","salonist","Integrations","Help Center","How to integrate Salonist with Interakt ?","https://help.salonist.io/en/articles/9452316-how-to-integrate-salonist-with-interakt","help_article","https://help.salonist.io/en/articles/9452316-how-to-integrate-salonist-with-interakt","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0231","salonist","Mobile Application","Help Center","How to generate invoice in Mobile application ?","https://help.salonist.io/en/articles/9459558-how-to-generate-invoice-in-mobile-application","help_article","https://help.salonist.io/en/articles/9459558-how-to-generate-invoice-in-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0232","salonist","Mobile Application","Help Center","How to book the appointment in mobile application?","https://help.salonist.io/en/articles/9459660-how-to-book-the-appointment-in-mobile-application","help_article","https://help.salonist.io/en/articles/9459660-how-to-book-the-appointment-in-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0233","salonist","Mobile Application","Help Center","How can I add staff to a mobile application?","https://help.salonist.io/en/articles/9464049-how-can-i-add-staff-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9464049-how-can-i-add-staff-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0234","salonist","Mobile Application","Help Center","How can I add Client to a mobile application?","https://help.salonist.io/en/articles/9464120-how-can-i-add-client-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9464120-how-can-i-add-client-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0235","salonist","Mobile Application","Help Center","How do I add the packages to a mobile application?","https://help.salonist.io/en/articles/9501825-how-do-i-add-the-packages-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9501825-how-do-i-add-the-packages-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0236","salonist","Mobile Application","Help Center","How do I add the services to a mobile application?","https://help.salonist.io/en/articles/9501854-how-do-i-add-the-services-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9501854-how-do-i-add-the-services-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0237","salonist","Mobile Application","Help Center","How do I add the products to a mobile application?","https://help.salonist.io/en/articles/9501881-how-do-i-add-the-products-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9501881-how-do-i-add-the-products-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0238","salonist","Mobile Application","Help Center","How do I add the Coupons to a mobile application?","https://help.salonist.io/en/articles/9502017-how-do-i-add-the-coupons-to-a-mobile-application","help_article","https://help.salonist.io/en/articles/9502017-how-do-i-add-the-coupons-to-a-mobile-application","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0239","salonist","Getting Started","Help Center","Dashboard Updates","https://help.salonist.io/en/articles/9514955-dashboard-updates","help_article","https://help.salonist.io/en/articles/9514955-dashboard-updates","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0240","salonist","Other Settings","Help Center","How to modify date format in Salonist ?","https://help.salonist.io/en/articles/9515313-how-to-modify-date-format-in-salonist","help_article","https://help.salonist.io/en/articles/9515313-how-to-modify-date-format-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0241","salonist","Other Settings","Help Center","How we can set permanent discount on every invoice ?","https://help.salonist.io/en/articles/9515513-how-we-can-set-permanent-discount-on-every-invoice","help_article","https://help.salonist.io/en/articles/9515513-how-we-can-set-permanent-discount-on-every-invoice","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0242","salonist","Warehouse","Help Center","How to view the details of the vendor purchase list ?","https://help.salonist.io/en/articles/9515529-how-to-view-the-details-of-the-vendor-purchase-list","help_article","https://help.salonist.io/en/articles/9515529-how-to-view-the-details-of-the-vendor-purchase-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0243","salonist","Warehouse","Help Center","How to Import or Export the vendor list ?","https://help.salonist.io/en/articles/9515729-how-to-import-or-export-the-vendor-list","help_article","https://help.salonist.io/en/articles/9515729-how-to-import-or-export-the-vendor-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0244","salonist","Booking Settings","Help Center","What is the use of booking policy ?","https://help.salonist.io/en/articles/9520217-what-is-the-use-of-booking-policy","help_article","https://help.salonist.io/en/articles/9520217-what-is-the-use-of-booking-policy","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0245","salonist","Staff Management","Help Center","How may a commission profile be created based on a slab?","https://help.salonist.io/en/articles/9526302-how-may-a-commission-profile-be-created-based-on-a-slab","help_article","https://help.salonist.io/en/articles/9526302-how-may-a-commission-profile-be-created-based-on-a-slab","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0246","salonist","Integrations","Help Center","Twilio Sms Integration","https://help.salonist.io/en/articles/9526566-twilio-sms-integration","help_article","https://help.salonist.io/en/articles/9526566-twilio-sms-integration","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0247","salonist","Staff Management","Help Center","How may a commission profile be created based on services and product?","https://help.salonist.io/en/articles/9530961-how-may-a-commission-profile-be-created-based-on-services-and-product","help_article","https://help.salonist.io/en/articles/9530961-how-may-a-commission-profile-be-created-based-on-services-and-product","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0248","salonist","Other Settings","Help Center","How do I remove the commission profile?","https://help.salonist.io/en/articles/9531030-how-do-i-remove-the-commission-profile","help_article","https://help.salonist.io/en/articles/9531030-how-do-i-remove-the-commission-profile","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0249","salonist","Inventory Management","Help Center","How can I search products based on type or brand?","https://help.salonist.io/en/articles/9531127-how-can-i-search-products-based-on-type-or-brand","help_article","https://help.salonist.io/en/articles/9531127-how-can-i-search-products-based-on-type-or-brand","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0250","salonist","Inventory Management","Help Center","How to add product image in salonist ?","https://help.salonist.io/en/articles/9531478-how-to-add-product-image-in-salonist","help_article","https://help.salonist.io/en/articles/9531478-how-to-add-product-image-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0251","salonist","TAX and BILL Settings","Help Center","How to edit or delete Terms & Conditions","https://help.salonist.io/en/articles/9531739-how-to-edit-or-delete-terms-conditions","help_article","https://help.salonist.io/en/articles/9531739-how-to-edit-or-delete-terms-conditions","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0252","salonist","Getting Started","Help Center","How to add lead type and stage in Salonist ?","https://help.salonist.io/en/articles/9532090-how-to-add-lead-type-and-stage-in-salonist","help_article","https://help.salonist.io/en/articles/9532090-how-to-add-lead-type-and-stage-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0253","salonist","Other Settings","Help Center","How to include dual invoice language?","https://help.salonist.io/en/articles/9532263-how-to-include-dual-invoice-language","help_article","https://help.salonist.io/en/articles/9532263-how-to-include-dual-invoice-language","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0254","salonist","Getting Started","Help Center","What's the use of Dashboard ?","https://help.salonist.io/en/articles/9537224-what-s-the-use-of-dashboard","help_article","https://help.salonist.io/en/articles/9537224-what-s-the-use-of-dashboard","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0255","salonist","Client Management","Help Center","How can I enable and disable notifications for individual client ?","https://help.salonist.io/en/articles/9538710-how-can-i-enable-and-disable-notifications-for-individual-client","help_article","https://help.salonist.io/en/articles/9538710-how-can-i-enable-and-disable-notifications-for-individual-client","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0256","salonist","Other Settings","Help Center","How can I enable and disable email notification ?","https://help.salonist.io/en/articles/9539059-how-can-i-enable-and-disable-email-notification","help_article","https://help.salonist.io/en/articles/9539059-how-can-i-enable-and-disable-email-notification","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0257","salonist","Other Settings","Help Center","How can the commission profile be unassigned?","https://help.salonist.io/en/articles/9539354-how-can-the-commission-profile-be-unassigned","help_article","https://help.salonist.io/en/articles/9539354-how-can-the-commission-profile-be-unassigned","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0258","salonist","Integrations","Help Center","How a Salonist works with Shopify integration ?","https://help.salonist.io/en/articles/9564483-how-a-salonist-works-with-shopify-integration","help_article","https://help.salonist.io/en/articles/9564483-how-a-salonist-works-with-shopify-integration","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0259","salonist","Client Management","Help Center","How can I view my clients' total visits?","https://help.salonist.io/en/articles/9581959-how-can-i-view-my-clients-total-visits","help_article","https://help.salonist.io/en/articles/9581959-how-can-i-view-my-clients-total-visits","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0260","salonist","Client Management","Help Center","How we can check new clients details ?","https://help.salonist.io/en/articles/9582005-how-we-can-check-new-clients-details","help_article","https://help.salonist.io/en/articles/9582005-how-we-can-check-new-clients-details","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0261","salonist","Client Management","Help Center","How we can check clients with particular membership ?","https://help.salonist.io/en/articles/9582379-how-we-can-check-clients-with-particular-membership","help_article","https://help.salonist.io/en/articles/9582379-how-we-can-check-clients-with-particular-membership","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0262","salonist","Reports & Analysis","Help Center","How can I see the details of sales performance?","https://help.salonist.io/en/articles/9582437-how-can-i-see-the-details-of-sales-performance","help_article","https://help.salonist.io/en/articles/9582437-how-can-i-see-the-details-of-sales-performance","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0263","salonist","Reports & Analysis","Help Center","How we can check Staff Performance details ?","https://help.salonist.io/en/articles/9582551-how-we-can-check-staff-performance-details","help_article","https://help.salonist.io/en/articles/9582551-how-we-can-check-staff-performance-details","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0264","salonist","Reports & Analysis","Help Center","How can we view product details that are low or out of stock?","https://help.salonist.io/en/articles/9582824-how-can-we-view-product-details-that-are-low-or-out-of-stock","help_article","https://help.salonist.io/en/articles/9582824-how-can-we-view-product-details-that-are-low-or-out-of-stock","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0265","salonist","Reports & Analysis","Help Center","How to view clients details about upcoming birthdays and anniversaries ?","https://help.salonist.io/en/articles/9582841-how-to-view-clients-details-about-upcoming-birthdays-and-anniversaries","help_article","https://help.salonist.io/en/articles/9582841-how-to-view-clients-details-about-upcoming-birthdays-and-anniversaries","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0266","salonist","Booking Settings","Help Center","How does the admin function for appointment confirmation work?","https://help.salonist.io/en/articles/9582911-how-does-the-admin-function-for-appointment-confirmation-work","help_article","https://help.salonist.io/en/articles/9582911-how-does-the-admin-function-for-appointment-confirmation-work","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0267","salonist","Booking Settings","Help Center","Where are the cancellation terms and business description added?","https://help.salonist.io/en/articles/9582976-where-are-the-cancellation-terms-and-business-description-added","help_article","https://help.salonist.io/en/articles/9582976-where-are-the-cancellation-terms-and-business-description-added","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
